,Question,Numbers,Equation,Answer,group_nums,Type,Variation Type,Body,Ques,Grade,Ques_Statement
2306,Each banana costs $ number0 . How much do number1 bananas cost ?,5.0 4.0,* number0 number1,20.0,"[3, 4, 5, 8, 9, 10, 9, 10, 11]",,,Each banana costs $ number0 .,,,How much do number1 bananas cost ?
2307,Chloe was unboxing some of her old winter clothes . She found number0 boxes of clothing and inside each box there were number1 scarves and number2 mittens . How many pieces of winter clothing did Chloe have total ?,4.0 2.0 6.0,* number0 + number1 number2,32.0,"[11, 12, 13, 21, 22, 23, 24, 25, 26, 35, 36, 37]",,,Chloe was unboxing some of her old winter clothes . She found number0 boxes of clothing and inside each box there were number1 scarves and number2 mittens .,,,How many pieces of winter clothing did Chloe have total ?
2308,Virginia starts with number0 eggs . Amy takes number1 away . How many eggs does Virginia end with ?,96.0 3.0,- number0 number1,93.0,"[2, 3, 4, 7, 8, 9, 15, 16, 17]",,,Virginia starts with number0 eggs . Amy takes number1 away .,,,How many eggs does Virginia end with ?
2309,John needs $ number0 . He has $ number1 . How much more money does he need ?,2.5 0.75,- number0 number1,1.75,"[2, 3, 4, 7, 8, 9, 14, 15, 16]",,,John needs $ number0 . He has $ number1 .,,,How much more money does he need ?
2310,Dan had number0 potatoes and number1 cantelopes in the garden . The rabbits ate number2 of the potatoes . How many potatoes does Dan now have ?,7.0 4.0 4.0,- number0 number1,3.0,"[1, 2, 3, 4, 5, 6, 13, 14, 15, 23, 24, 25]",,,Dan had number0 potatoes and number1 cantelopes in the garden . The rabbits ate number2 of the potatoes .,,,How many potatoes does Dan now have ?
2311,"Kevin bought number0 watermelons . The first watermelon was number1 pounds , and the second watermelon was number2 pounds . How many pounds of watermelon did Kevin buy ?",2.0 9.91 4.11,+ number1 number2,14.02,"[1, 2, 3, 8, 9, 10, 16, 17, 18, 25, 26, 27]",,,"Kevin bought number0 watermelons . The first watermelon was number1 pounds , and the second watermelon was number2 pounds .",,,How many pounds of watermelon did Kevin buy ?
2312,"Isabel uploaded number0 pictures from her phone and number1 from her camera to facebook . If she sorted the pics into number2 different albums with the same amount of pics in each album , how many pictures were in each of the albums ?",2.0 4.0 3.0,/ + number0 number1 number2,2.0,"[1, 2, 3, 7, 8, 9, 20, 21, 22, 40, 41, 42]",,,"Isabel uploaded number0 pictures from her phone and number1 from her camera to facebook . If she sorted the pics into number2 different albums with the same amount of pics in each album ,",,,how many pictures were in each of the albums ?
2313,"Ashley sold number0 boxes of Samoas . How many cases of number1 boxes , plus extra boxes does Ashley need ?",12.0 12.0,/ number0 number0,1.0,"[1, 2, 3, 10, 11, 12, 17, 18, 19]",,,Ashley sold number0 boxes of Samoas .,,,"How many cases of number1 boxes , plus extra boxes does Ashley need ?"
2314,There are number0 rose bushes currently in the park . Park workers will plant number1 more rose bushes today . How many rose bushes will the park have when the workers are finished ?,2.0 4.0,+ number0 number1,6.0,"[1, 2, 3, 13, 14, 15, 30, 31, 32]",,,There are number0 rose bushes currently in the park . Park workers will plant number1 more rose bushes today .,,,How many rose bushes will the park have when the workers are finished ?
2315,"Haley and her mom were picking carrots from their garden . Haley picked number0 and her mother picked number1 . If only number2 of the carrots were good , how many bad carrots did they have ?",39.0 38.0 64.0,- + number0 number1 number2,13.0,"[12, 13, 14, 17, 18, 19, 21, 22, 23, 33, 34, 35]",,,"Haley and her mom were picking carrots from their garden . Haley picked number0 and her mother picked number1 . If only number2 of the carrots were good ,",,,how many bad carrots did they have ?
2316,Sara had number0 quarters and number1 dimes in her bank . Her sister borrowed number2 dimes . How many dimes does Sara have now ?,4.0 8.0 4.0,- number1 number0,4.0,"[1, 2, 3, 4, 5, 6, 13, 14, 15, 21, 22, 23]",,,Sara had number0 quarters and number1 dimes in her bank . Her sister borrowed number2 dimes .,,,How many dimes does Sara have now ?
2317,"If Victor split number0 Skittles between number1 people in her class and kept the left overs , how many Skittles did each classmate get ?",25.0 5.0,/ number0 number1,5.0,"[2, 3, 4, 5, 6, 7, 21, 22, 23]",,,"If Victor split number0 Skittles between number1 people in her class and kept the left overs ,",,,how many Skittles did each classmate get ?
2318,Mary picked number0 oranges and Jason picked number1 oranges . Keith picked number2 apples . How many oranges were picked in all ?,14.0 41.0 38.0,+ number0 number1,55.0,"[1, 2, 3, 6, 7, 8, 11, 12, 13, 19, 20, 21]",,,Mary picked number0 oranges and Jason picked number1 oranges . Keith picked number2 apples .,,,How many oranges were picked in all ?
2319,"Kaleb had number0 dollars . If he spent number1 bucks on a new game , how many number2 dollar toys could he buy with the money he had left ?",12.0 8.0 2.0,/ - number0 number1 number2,2.0,"[1, 2, 3, 7, 8, 9, 16, 17, 18, 26, 27, 28]",,,"Kaleb had number0 dollars . If he spent number1 bucks on a new game ,",,,how many number2 dollar toys could he buy with the money he had left ?
2320,number0 children are taking a bus to the zoo . They sit number1 children in every seat . How many seats will the children need in all ?,58.0 2.0,/ number0 number1,29.0,"[0, 1, 11, 12, 13, 24, 25, 26]",,,number0 children are taking a bus to the zoo . They sit number1 children in every seat .,,,How many seats will the children need in all ?
2321,Sara had number0 quarters in her bank . Her dad gave her number1 more quarters . How many quarters does she have now ?,21.0 49.0,+ number0 number1,70.0,"[1, 2, 3, 11, 12, 13, 20, 21, 22]",,,Sara had number0 quarters in her bank . Her dad gave her number1 more quarters .,,,How many quarters does she have now ?
2322,There are number0 dogwood trees currently in the park . Park workers will plant number1 more dogwood trees today and number2 more dogwood trees tomorrow . How many dogwood trees will the park have when the workers are finished ?,39.0 41.0 20.0,+ + number0 number1 number2,100.0,"[1, 2, 3, 15, 16, 17, 21, 22, 23, 38, 39, 40]",,,There are number0 dogwood trees currently in the park . Park workers will plant number1 more dogwood trees today and number2 more dogwood trees tomorrow .,,,How many dogwood trees will the park have when the workers are finished ?
2323,Stanley ran number0 mile and walked number1 mile . How much farther did Stanley run than walk ?,0.4 0.2,- number0 number1,0.2,"[1, 2, 3, 5, 6, 7, 14, 15, 16]",,,Stanley ran number0 mile and walked number1 mile .,,,How much farther did Stanley run than walk ?
2324,Shawn has number0 blocks . Mildred has with number1 blocks . Mildred finds another number2 . How many blocks does Mildred end with ?,13.0 2.0 84.0,+ number1 number2,86.0,"[1, 2, 3, 7, 8, 9, 13, 14, 15, 20, 21, 22]",,,Shawn has number0 blocks . Mildred has with number1 blocks . Mildred finds another number2 .,,,How many blocks does Mildred end with ?
2325,"Melanie picked number0 plums , Dan picked number1 plums , and Sally picked number2 plums from the plum tree . How many plums were picked in total ?",4.0 9.0 3.0,+ + number0 number1 number2,16.0,"[1, 2, 3, 6, 7, 8, 12, 13, 14, 24, 25, 26]",,,"Melanie picked number0 plums , Dan picked number1 plums , and Sally picked number2 plums from the plum tree .",,,How many plums were picked in total ?
2326,Jessica had number0 quarters in her bank . Her sister borrowed number1 of her quarters . How many quarters does Jessica have now ?,8.0 3.0,- number0 number1,5.0,"[1, 2, 3, 10, 11, 12, 20, 21, 22]",,,Jessica had number0 quarters in her bank . Her sister borrowed number1 of her quarters .,,,How many quarters does Jessica have now ?
2327,It took Amanda number0 hours to stroll to Kimberly 's house at number1 miles per hour . How far is it between Amanda 's house and Kimberly 's house ?,3.0 2.0,* number0 number1,6.0,"[2, 3, 4, 11, 12, 13, 26, 27, 28]",,,It took Amanda number0 hours to stroll to Kimberly 's house at number1 miles per hour .,,,How far is it between Amanda 's house and Kimberly 's house ?
2328,Mrs. Hilt had number0 cents . She bought a pencil for number1 cents . How much money did she have left ?,15.0 11.0,- number0 number1,4.0,"[2, 3, 4, 10, 11, 12, 18, 19, 20]",,,Mrs. Hilt had number0 cents . She bought a pencil for number1 cents .,,,How much money did she have left ?
2329,"While shopping for music online , Isabel bought number0 country albums and number1 pop albums . Each album came with a lyric sheet and had number2 songs . How many songs did Isabel buy total ?",4.0 5.0 8.0,* number2 + number0 number1,72.0,"[7, 8, 9, 11, 12, 13, 24, 25, 26, 32, 33, 34]",,,"While shopping for music online , Isabel bought number0 country albums and number1 pop albums . Each album came with a lyric sheet and had number2 songs .",,,How many songs did Isabel buy total ?
2330,A chef bought number0 kilograms of almonds and number1 kilograms of pecans . How many kilograms of nuts did the chef buy in all ?,0.14 0.38,+ number0 number1,0.52,"[2, 3, 4, 7, 8, 9, 21, 22, 23]",,,A chef bought number0 kilograms of almonds and number1 kilograms of pecans .,,,How many kilograms of nuts did the chef buy in all ?
2331,Helen starts with number0 cards . Gary takes number1 away . How many cards does Helen end with ?,82.0 9.0,- number0 number1,73.0,"[2, 3, 4, 7, 8, 9, 15, 16, 17]",,,Helen starts with number0 cards . Gary takes number1 away .,,,How many cards does Helen end with ?
2332,"Olivia was making baggies of cookies with number0 cookies in each bag . If she had number1 chocolate chip cookies and number2 oatmeal cookies , how many baggies could she make ?",9.0 13.0 41.0,/ + number1 number2 number0,6.0,"[6, 7, 8, 15, 16, 17, 20, 21, 22, 28, 29, 30]",,,"Olivia was making baggies of cookies with number0 cookies in each bag . If she had number1 chocolate chip cookies and number2 oatmeal cookies ,",,,how many baggies could she make ?
2333,"If Bob can make number0 feet of rope in number1 hours and Tim can make number2 feet of rope in number3 hours , how many feet of rope can Bob and Tim working together make in number4 hours ?",100.0 2.0 75.0 2.0 4.0,+ * / number0 number1 number4 * / number2 number1 number4,350.0,"[3, 4, 5, 8, 9, 10, 14, 15, 16, 19, 20, 21, 35, 36, 37, 35, 36, 37]",,,"If Bob can make number0 feet of rope in number1 hours and Tim can make number2 feet of rope in number3 hours ,",,,how many feet of rope can Bob and Tim working together make in number4 hours ?
2334,"Bianca picked number0 carrots from her garden . If she threw out number1 of them and then picked number2 more the next day , how many carrots would she have total ?",23.0 10.0 47.0,- + number0 number2 number1,60.0,"[1, 2, 3, 11, 12, 13, 17, 18, 19, 28, 29, 30]",,,"Bianca picked number0 carrots from her garden . If she threw out number1 of them and then picked number2 more the next day ,",,,how many carrots would she have total ?
2335,Nancy 's old washing machine could only wash number0 pieces of clothing at a time . If she had to wash number1 shirts and number2 sweaters how many loads would she have to do ?,9.0 19.0 8.0,/ + number1 number2 number0,3.0,"[7, 8, 9, 20, 21, 22, 23, 24, 25, 31, 32, 33]",,,Nancy 's old washing machine could only wash number0 pieces of clothing at a time . If she had to wash number1 shirts and number2 sweaters,,,how many loads would she have to do ?
2336,Joan has number0 books . Tom has number1 books . How many books do they have together ?,10.0 38.0,+ number0 number1,48.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",,,Joan has number0 books . Tom has number1 books .,,,How many books do they have together ?
2337,"Tom bought number0 boxes of chocolate candy and gave number1 to his little brother . If each box has number2 pieces inside it , how many pieces did Tom still have ?",14.0 8.0 3.0,* number2 - number0 number1,18.0,"[1, 2, 3, 8, 9, 10, 18, 19, 20, 28, 29, 30]",,,"Tom bought number0 boxes of chocolate candy and gave number1 to his little brother . If each box has number2 pieces inside it ,",,,how many pieces did Tom still have ?
2338,Misha has number0 dollars . How many more dollars does she have to earn to have number1 dollars ?,34.0 47.0,- number1 number0,13.0,"[1, 2, 3, 15, 16, 17, 15, 16, 17]",,,Misha has number0 dollars .,,,How many more dollars does she have to earn to have number1 dollars ?
2339,"Edward started his own lawn mowing business . In the spring he made number0 dollars mowing lawns and in the summer he made number1 dollars . If he had to spend number2 dollars buying supplies , how much money did he end up with ?",2.0 27.0 5.0,- + number0 number1 number2,24.0,"[12, 13, 14, 22, 23, 24, 30, 31, 32, 41, 42, 43]",,,"Edward started his own lawn mowing business . In the spring he made number0 dollars mowing lawns and in the summer he made number1 dollars . If he had to spend number2 dollars buying supplies ,",,,how much money did he end up with ?
2340,Fred has number0 baseball cards . Melanie bought number1 of Fred 's baseball cards . How many baseball cards does Fred have now ?,5.0 3.0,- number0 number1,2.0,"[1, 2, 3, 7, 8, 9, 20, 21, 22]",,,Fred has number0 baseball cards . Melanie bought number1 of Fred 's baseball cards .,,,How many baseball cards does Fred have now ?
2341,Kenji and his classmates placed colored blocks on a scale during a science lab . The yellow block weighed number0 pounds and the green block weighed number1 pounds . How much more did the yellow block weigh than the green block ?,0.6 0.4,- number0 number1,0.2,"[18, 19, 20, 25, 26, 27, 38, 39, 40]",,,Kenji and his classmates placed colored blocks on a scale during a science lab . The yellow block weighed number0 pounds and the green block weighed number1 pounds .,,,How much more did the yellow block weigh than the green block ?
2342,Joan found number0 seashells on the beach . she gave Sam some of her seashells . She has number1 seashell . How many seashells did she give to Sam ?,70.0 27.0,- number0 number1,43.0,"[1, 2, 3, 17, 18, 19, 26, 27, 28]",,,Joan found number0 seashells on the beach . she gave Sam some of her seashells . She has number1 seashell .,,,How many seashells did she give to Sam ?
2343,"Isabel had number0 pages of math homework and number1 pages of reading homework . If each page had number2 problems on it , how many problems did she have to complete total ?",2.0 4.0 5.0,* number2 + number0 number1,30.0,"[1, 2, 3, 7, 8, 9, 17, 18, 19, 29, 30, 31]",,,"Isabel had number0 pages of math homework and number1 pages of reading homework . If each page had number2 problems on it ,",,,how many problems did she have to complete total ?
2344,"Olivia and her mom were picking carrots from their garden . Olivia picked number0 and her mother picked number1 . If only number2 of the carrots were good , how many bad carrots did they have ?",20.0 14.0 19.0,- + number0 number1 number2,15.0,"[12, 13, 14, 17, 18, 19, 21, 22, 23, 33, 34, 35]",,,"Olivia and her mom were picking carrots from their garden . Olivia picked number0 and her mother picked number1 . If only number2 of the carrots were good ,",,,how many bad carrots did they have ?
2345,There are number0 erasers in the drawer and number1 erasers on the desk . Alyssa placed number2 erasers and number3 rulers on the desk . How many erasers are now there in total ?,48.0 30.0 39.0 45.0,+ + number0 number1 number2,117.0,"[1, 2, 3, 4, 7, 8, 9, 10]",,,There are number0 erasers in the drawer and number1 erasers on the desk . Alyssa placed number2 erasers and number3 rulers on the desk .,,,How many erasers are now there in total ?
2346,"A bowl contains number0 red chips , number1 blue chips , and number2 green chips . You choose number3 chip at random . What is the probability that your chip is not red ?",4.0 3.0 9.0 1.0,/ + number1 number2 + + number0 number1 number2,0.75,"[2, 3, 4, 6, 7, 8, 11, 12, 13, 17, 18, 19, 30, 31, 32]",,,"A bowl contains number0 red chips , number1 blue chips , and number2 green chips . You choose number3 chip at random .",,,What is the probability that your chip is not red ?
2347,Keith picked number0 pears and Jason picked number1 pears from the pear tree . Joan picked number2 apples from the apple tree . How many pears were picked in total ?,3.0 2.0 5.0,+ number0 number1,5.0,"[1, 2, 3, 6, 7, 8, 15, 16, 17, 27, 28, 29]",,,Keith picked number0 pears and Jason picked number1 pears from the pear tree . Joan picked number2 apples from the apple tree .,,,How many pears were picked in total ?
2348,"Maria was making baggies of cookies with number0 cookies in each bag . If she had number1 chocolate chip cookies and number2 oatmeal cookies , how many baggies could she make ?",5.0 33.0 2.0,/ + number1 number2 number0,7.0,"[6, 7, 8, 15, 16, 17, 20, 21, 22, 28, 29, 30]",,,"Maria was making baggies of cookies with number0 cookies in each bag . If she had number1 chocolate chip cookies and number2 oatmeal cookies ,",,,how many baggies could she make ?
2349,"I have number0 pencils . If I put number1 pencils in each pencil box , how many pencil boxes will I fill ?",648.0 4.0,/ number0 number1,162.0,"[1, 2, 3, 7, 8, 9, 19, 20, 21]",,,"I have number0 pencils . If I put number1 pencils in each pencil box ,",,,how many pencil boxes will I fill ?
2350,Joan has number0 orange balloons but lost number1 of them . How many orange balloons does Joan have now ?,8.0 2.0,- number0 number1,6.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",,,Joan has number0 orange balloons but lost number1 of them .,,,How many orange balloons does Joan have now ?
2351,Ralph collects number0 cards . Ralph 's father gives Ralph number1 more . How many cards does Ralph have ?,4.0 8.0,+ number0 number1,12.0,"[1, 2, 3, 9, 10, 11, 16, 17, 18]",,,Ralph collects number0 cards . Ralph 's father gives Ralph number1 more .,,,How many cards does Ralph have ?
2352,Professor Ellison weighed number0 pieces of metal for an experiment . The piece of iron weighed number1 pounds and the piece of aluminum weighed number2 pound . How much more did the piece of iron weigh than the piece of aluminum ?,2.0 11.166666666666666 0.8333333333333334,- number1 number2,10.333333333333334,"[2, 3, 4, 15, 16, 17, 23, 24, 25, 38, 39, 40]",,,Professor Ellison weighed number0 pieces of metal for an experiment . The piece of iron weighed number1 pounds and the piece of aluminum weighed number2 pound .,,,How much more did the piece of iron weigh than the piece of aluminum ?
2353,Sandy 's dog had number0 puppies and number1 had spots . She gave number2 to her friends . How many puppies does she now have ?,8.0 4.0 4.0,- number0 number1,4.0,"[3, 4, 5, 6, 7, 8, 12, 13, 14, 22, 23, 24]",,,Sandy 's dog had number0 puppies and number1 had spots . She gave number2 to her friends .,,,How many puppies does she now have ?
2354,There are number0 scissors and number1 pencils in the drawer . Jason placed number2 scissors in the drawer . How many scissors are now there in total ?,5.0 3.0 4.0,+ number0 number2,9.0,"[1, 2, 3, 4, 5, 6, 12, 13, 14, 24, 25, 26]",,,There are number0 scissors and number1 pencils in the drawer . Jason placed number2 scissors in the drawer .,,,How many scissors are now there in total ?
2355,There are number0 books in a library . They are arranged on shelves that hold number1 books each . How many shelves are in the library ?,14240.0 8.0,/ number0 number1,1780.0,"[1, 2, 3, 14, 15, 16, 23, 24, 25]",,,There are number0 books in a library . They are arranged on shelves that hold number1 books each .,,,How many shelves are in the library ?
2356,"A pet store has number0 bird cages . If each cage has number1 parrots and number2 parakeets in it , how many birds does the pet store have total ?",9.0 2.0 2.0,* number0 + number1 number1,36.0,"[3, 4, 5, 11, 12, 13, 14, 15, 16, 26, 27, 28]",,,"A pet store has number0 bird cages . If each cage has number1 parrots and number2 parakeets in it ,",,,how many birds does the pet store have total ?
2357,"Dan has number0 violet marbles , he gave Mary number1 of the marbles . How many violet marbles does he now have ?",64.0 14.0,- number0 number1,50.0,"[1, 2, 3, 8, 9, 10, 19, 20, 21]",,,"Dan has number0 violet marbles , he gave Mary number1 of the marbles .",,,How many violet marbles does he now have ?
2358,"Bonnie has number0 tickets . If she shares them among number1 friends , how many tickets does each friend get ?",10.0 2.0,/ number0 number1,5.0,"[1, 2, 3, 9, 10, 11, 17, 18, 19]",,,"Bonnie has number0 tickets . If she shares them among number1 friends ,",,,how many tickets does each friend get ?
2359,Willie starts with number0 stickers . He gives number1 to Emily . How many stickers does Willie end with ?,36.0 7.0,- number0 number1,29.0,"[2, 3, 4, 7, 8, 9, 16, 17, 18]",,,Willie starts with number0 stickers . He gives number1 to Emily .,,,How many stickers does Willie end with ?
2360,It took Carl number0 hours to ride to Ralph 's house at number1 miles per hour . How far is it between Carl 's house and Ralph 's house ?,5.0 2.0,* number0 number1,10.0,"[2, 3, 4, 11, 12, 13, 26, 27, 28]",,,It took Carl number0 hours to ride to Ralph 's house at number1 miles per hour .,,,How far is it between Carl 's house and Ralph 's house ?
2361,"For dessert , Jane ’ s mom prepared number0 pieces of bite - size cinnamon swirls . If the number1 of them ate an equal number of pieces of cinnamon swirls , how many pieces did Jane eat ?",12.0 3.0,/ number0 number1,4.0,"[6, 7, 8, 17, 18, 19, 34, 35, 36]",,,"For dessert , Jane ’ s mom prepared number0 pieces of bite - size cinnamon swirls . If the number1 of them ate an equal number of pieces of cinnamon swirls ,",,,how many pieces did Jane eat ?
2362,Tessa has number0 apples . Anita gave her number1 more . She needs number2 apples to make a pie . Does she have enough to make a pie ?,4.0 5.0 10.0,+ number0 number1,9.0,"[1, 2, 3, 7, 8, 9, 12, 13, 14, 25, 26, 27]",,,Tessa has number0 apples . Anita gave her number1 more . She needs number2 apples to make a pie .,,,Does she have enough to make a pie ?
2363,"Megan baked number0 cupcakes for her school 's bake sale . If her brother , Todd , ate number1 of them how many packages could she make if she put number2 cupcake in each package ?",71.0 43.0 7.0,/ - number0 number1 number2,4.0,"[1, 2, 3, 17, 18, 19, 29, 30, 31, 32, 33, 34]",,,"Megan baked number0 cupcakes for her school 's bake sale . If her brother , Todd , ate number1 of them",,,how many packages could she make if she put number2 cupcake in each package ?
2364,Emily sprinted to Timothy 's house . It is number0 miles from Emily 's house to Timothy 's house . It took Emily number1 hours to get there . How fast did Emily go ?,10.0 2.0,/ number0 number1,5.0,"[8, 9, 10, 22, 23, 24, 31, 32, 33]",,,Emily sprinted to Timothy 's house . It is number0 miles from Emily 's house to Timothy 's house . It took Emily number1 hours to get there .,,,How fast did Emily go ?
2365,George has number0 boxes of blocks . Each box holds number1 blocks and there are number2 boxes in a case . How many blocks does George have ?,2.0 6.0 5.0,* number0 number1,12.0,"[1, 2, 3, 9, 10, 11, 14, 15, 16, 24, 25, 26]",,,George has number0 boxes of blocks . Each box holds number1 blocks and there are number2 boxes in a case .,,,How many blocks does George have ?
2366,Donna weighs number0 pounds . Willie weighs number1 pounds . How much heavier is Donna than Willie ?,69.0 51.0,- number0 number1,18.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16]",,,Donna weighs number0 pounds . Willie weighs number1 pounds .,,,How much heavier is Donna than Willie ?
2367,A store had number0 oranges in a bin . If they threw away number1 of the old ones and put number2 new ones in the bin how many would be in the bin ?,40.0 25.0 21.0,- + number0 number2 number1,36.0,"[2, 3, 4, 12, 13, 14, 19, 20, 21, 30, 31, 32]",,,A store had number0 oranges in a bin . If they threw away number1 of the old ones and put number2 new ones in the bin,,,how many would be in the bin ?
2368,"Each day , the polar bear at Richmond 's zoo eats number0 bucket of trout and number1 bucket of salmon . How many buckets of fish does the polar bear eat daily ?",0.2 0.4,+ number0 number1,0.6,"[10, 11, 12, 15, 16, 17, 29, 30, 31]",,,"Each day , the polar bear at Richmond 's zoo eats number0 bucket of trout and number1 bucket of salmon .",,,How many buckets of fish does the polar bear eat daily ?
2369,"Oliver made number0 dollars mowing lawns over the summer . If he spent number1 dollars buying new mower blades , how many number2 dollar games could he buy with the money he had left ?",35.0 7.0 4.0,/ - number0 number1 number2,7.0,"[1, 2, 3, 12, 13, 14, 21, 22, 23, 31, 32, 33]",,,"Oliver made number0 dollars mowing lawns over the summer . If he spent number1 dollars buying new mower blades ,",,,how many number2 dollar games could he buy with the money he had left ?
2370,There are number0 baskets . There are number1 apples in each basket . How many apples are there in all ?,37.0 17.0,* number0 number1,629.0,"[1, 2, 3, 6, 7, 8, 17, 18, 19]",,,There are number0 baskets . There are number1 apples in each basket .,,,How many apples are there in all ?
2371,Randy has number0 blocks . He uses number1 blocks to build a tower . How many blocks are left ?,78.0 19.0,- number0 number1,59.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",,,Randy has number0 blocks . He uses number1 blocks to build a tower .,,,How many blocks are left ?
2372,"Ned bought number0 boxes of chocolate candy and gave number1 to his little brother . If each box has number2 pieces inside it , how many pieces did Ned still have ?",14.0 7.0 6.0,* number2 - number0 number1,42.0,"[1, 2, 3, 8, 9, 10, 18, 19, 20, 28, 29, 30]",,,"Ned bought number0 boxes of chocolate candy and gave number1 to his little brother . If each box has number2 pieces inside it ,",,,how many pieces did Ned still have ?
2373,"Amy had number0 music files and number1 video files on her flash drive . If she deleted number2 of the files , how many files were still on her flash drive ?",26.0 36.0 48.0,- + number0 number1 number2,14.0,"[1, 2, 3, 5, 6, 7, 16, 17, 18, 28, 29, 30]",,,"Amy had number0 music files and number1 video files on her flash drive . If she deleted number2 of the files ,",,,how many files were still on her flash drive ?
2374,"If number0 of a pound is worth number1 dollars , how much is number2 pounds worth ?",0.6667 8.0 0.75,* / number1 number0 number2,9.0,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 13, 14, 15]",,,"If number0 of a pound is worth number1 dollars ,",,,how much is number2 pounds worth ?
2375,There were number0 bales of hay in the barn . Tim stacked bales in the barn today . There are now number1 bales of hay in the barn . How many bales did he store in the barn ?,28.0 54.0,- number1 number0,26.0,"[1, 2, 3, 20, 21, 22, 35, 36, 37]",,,There were number0 bales of hay in the barn . Tim stacked bales in the barn today . There are now number1 bales of hay in the barn .,,,How many bales did he store in the barn ?
2376,Mary picked number0 oranges and Jason picked number1 oranges from the orange tree . How many oranges were picked in total ?,122.0 105.0,+ number0 number1,227.0,"[1, 2, 3, 6, 7, 8, 18, 19, 20]",,,Mary picked number0 oranges and Jason picked number1 oranges from the orange tree .,,,How many oranges were picked in total ?
2377,"Kimberly has number0 Skittles . She buys number1 more . Later , Kimberly buys number2 oranges at the store . How many Skittles does Kimberly have in all ?",5.0 7.0 18.0,+ number0 number1,12.0,"[1, 2, 3, 6, 7, 8, 13, 14, 15, 25, 26, 27]",,,"Kimberly has number0 Skittles . She buys number1 more . Later , Kimberly buys number2 oranges at the store .",,,How many Skittles does Kimberly have in all ?
2378,"Gwen earned number0 points for each bag of cans she recycled . If she had number1 bags , but did n't recycle number2 of them , how many points would she have earned ?",8.0 4.0 2.0,* number0 - number1 number2,16.0,"[1, 2, 3, 14, 15, 16, 21, 22, 23, 30, 31, 32]",,,"Gwen earned number0 points for each bag of cans she recycled . If she had number1 bags , but did n't recycle number2 of them ,",,,how many points would she have earned ?
2379,"The cafeteria had number0 apples . For lunch they handed out number1 to students and decided to use the rest to make pies . If each pie takes number2 apples , how many pies could they make ?",62.0 8.0 9.0,/ - number0 number1 number2,6.0,"[2, 3, 4, 10, 11, 12, 27, 28, 29, 34, 35, 36]",,,"The cafeteria had number0 apples . For lunch they handed out number1 to students and decided to use the rest to make pies . If each pie takes number2 apples ,",,,how many pies could they make ?
2380,"Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are number0 ladybugs with spots and number1 ladybugs without spots . How many ladybugs are there in all ?",12170.0 54912.0,+ number0 number1,67082.0,"[21, 22, 23, 26, 27, 28, 36, 37, 38]",,,"Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are number0 ladybugs with spots and number1 ladybugs without spots .",,,How many ladybugs are there in all ?
2381,"While shopping , Maria bought number0 green towels and number1 white towels . If she gave her mother number2 of them , how many towels did Maria end up with ?",35.0 21.0 34.0,- + number0 number1 number2,22.0,"[4, 5, 6, 8, 9, 10, 17, 18, 19, 27, 28, 29]",,,"While shopping , Maria bought number0 green towels and number1 white towels . If she gave her mother number2 of them ,",,,how many towels did Maria end up with ?
2382,"Joan spent $ number0 on shorts and $ number1 on a jacket , and $ number2 on a shirt . She went to number3 shops . In total , how much money did Joan spend on clothing ?",15.0 14.82 12.51 3.0,+ + number0 number1 number2,42.33,"[2, 3, 4, 7, 8, 9, 14, 15, 16, 22, 23, 24, 34, 35, 36]",,,"Joan spent $ number0 on shorts and $ number1 on a jacket , and $ number2 on a shirt . She went to number3 shops . In total ,",,,how much money did Joan spend on clothing ?
2383,"Mike went to number0 basketball games this year , but missed number1 . He went to number2 games last year . How many basketball games did Mike go to in total ?",15.0 41.0 39.0,+ number0 number2,54.0,"[2, 3, 4, 10, 11, 12, 15, 16, 17, 28, 29, 30]",,,"Mike went to number0 basketball games this year , but missed number1 . He went to number2 games last year .",,,How many basketball games did Mike go to in total ?
2384,Maria has number0 boxes of eggs . Each box holds number1 eggs and there are number2 boxes in a case . How many eggs does Maria have ?,3.0 7.0 8.0,* number0 number1,21.0,"[1, 2, 3, 9, 10, 11, 14, 15, 16, 24, 25, 26]",,,Maria has number0 boxes of eggs . Each box holds number1 eggs and there are number2 boxes in a case .,,,How many eggs does Maria have ?
2385,Mildred weighs number0 pounds . Carol weighs number1 pounds . How much heavier is Mildred than Carol ?,59.0 9.0,- number0 number1,50.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16]",,,Mildred weighs number0 pounds . Carol weighs number1 pounds .,,,How much heavier is Mildred than Carol ?
2386,"Michelle has number0 crayons . Janet has number1 crayons . If Janet gives all of her crayons to Michelle , how many crayons will Michelle have ?",2.0 2.0,+ number0 number0,4.0,"[1, 2, 3, 6, 7, 8, 23, 24, 25]",,,"Michelle has number0 crayons . Janet has number1 crayons . If Janet gives all of her crayons to Michelle ,",,,how many crayons will Michelle have ?
